# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.12.2018 11:00";"-16.4";"739.8";"774.8";"0.2";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"-19.5";"";"";"";"";"";"";"10.0";"-20.1";"";"";"";"";"";"";
"12.12.2018 08:00";"-19.1";"739.6";"775.0";"1.0";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.0";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"13.0";
"12.12.2018 05:00";"-18.5";"738.6";"773.8";"0.2";"88";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-20.0";"";"";"";"";"";"";
"12.12.2018 02:00";"-16.8";"738.4";"773.5";"0.0";"87";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-18.5";"";"";"";"";"";"";
"11.12.2018 23:00";"-14.1";"738.4";"773.1";"0.0";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"-6.0";"";"";"";"";"";"";"-15.7";"0.5";"12";"";"";"";"";
"11.12.2018 20:00";"-10.6";"738.4";"772.5";"0.6";"85";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"-6.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-12.6";"0.5";"12";"";"";"";"";
"11.12.2018 17:00";"-8.8";"737.8";"771.7";"0.6";"86";"Wind blowing from the west-northwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"";"-10.7";"";"";"";"";"";"";
"11.12.2018 14:00";"-6.3";"737.2";"770.7";"0.0";"91";"Wind blowing from the south-southwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"-7.5";"";"";"";"";"";"";
"11.12.2018 11:00";"-6.3";"737.2";"770.8";"0.5";"91";"Wind blowing from the west-northwest";"1";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-7.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"-7.5";"0.7";"12";"";"";"";"";
"11.12.2018 08:00";"-7.1";"736.7";"770.3";"0.3";"85";"Wind blowing from the west";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-9.2";"0.7";"12";"";"";"Even layer of loose dry snow covering ground completely.";"13.0";
"11.12.2018 05:00";"-6.6";"736.4";"769.9";"0.6";"83";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-9.0";"";"";"";"";"";"";
"11.12.2018 02:00";"-6.4";"735.8";"769.3";"-0.1";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-9.5";"";"";"";"";"";"";
"10.12.2018 23:00";"-6.5";"735.9";"769.3";"0.2";"86";"Calm, no wind";"0";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-5.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-8.5";"Trace of precipitation";"12";"";"";"";"";
"10.12.2018 20:00";"-6.7";"735.7";"769.3";"0.6";"86";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-5.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-8.7";"Trace of precipitation";"12";"";"";"";"";
"10.12.2018 17:00";"-5.5";"735.1";"768.4";"0.3";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-8.8";"";"";"";"";"";"";
"10.12.2018 14:00";"-5.5";"734.8";"768.1";"0.0";"66";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"-11.0";"";"";"";"";"";"";
"10.12.2018 11:00";"-7.1";"734.8";"768.4";"0.1";"69";"Calm, no wind";"0";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"-11.8";"";"";"";"";"";"";
"10.12.2018 08:00";"-11.8";"734.7";"768.8";"-0.1";"81";"Calm, no wind";"0";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-14.5";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"12.0";
"10.12.2018 05:00";"-10.1";"734.8";"768.7";"-0.1";"64";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-15.6";"";"";"";"";"";"";
"10.12.2018 02:00";"-10.2";"734.9";"768.9";"-0.1";"58";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-16.9";"";"";"";"";"";"";
"09.12.2018 23:00";"-9.1";"735.0";"768.8";"-0.1";"53";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"-7.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-17.0";"";"";"";"";"";"";
"09.12.2018 20:00";"-8.9";"735.1";"768.9";"-0.3";"56";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"-7.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-16.1";"";"";"";"";"";"";
"09.12.2018 17:00";"-8.5";"735.4";"769.2";"-0.3";"55";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-16.1";"";"";"";"";"";"";
"09.12.2018 14:00";"-7.7";"735.7";"769.3";"-0.7";"57";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"-14.8";"";"";"";"";"";"";
"09.12.2018 11:00";"-9.7";"736.4";"770.4";"-0.4";"63";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-19.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"-15.4";"";"";"";"";"";"";
"09.12.2018 08:00";"-15.6";"736.8";"771.5";"0.1";"72";"Wind blowing from the north";"1";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-19.5";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"13.0";
"09.12.2018 05:00";"-15.6";"736.7";"771.4";"-0.5";"79";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-18.4";"";"";"";"";"";"";
"09.12.2018 02:00";"-19.5";"737.2";"772.6";"-0.3";"82";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-21.8";"";"";"";"";"";"";
"08.12.2018 23:00";"-19.4";"737.5";"772.9";"0.0";"79";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-6.2";"";"";"";"";"";"";"-22.1";"";"";"";"";"";"";
"08.12.2018 20:00";"-19.2";"737.5";"772.9";"-0.3";"77";"Wind blowing from the north";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-6.2";"";"";"";"";"";"";"-22.2";"";"";"";"";"";"";
"08.12.2018 17:00";"-16.8";"737.8";"772.8";"0.0";"71";"Wind blowing from the north";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-20.8";"";"";"";"";"";"";
"08.12.2018 14:00";"-7.1";"737.8";"771.4";"-0.4";"40";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"10.0";"-18.5";"";"";"";"";"";"";
"08.12.2018 11:00";"-13.5";"738.2";"772.7";"0.4";"62";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-20.3";"";"";"";"";"";"";"4.0";"-19.2";"";"";"";"";"";"";
"08.12.2018 08:00";"-20.3";"737.8";"773.2";"0.1";"82";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-22.6";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"14.0";
"08.12.2018 05:00";"-19.5";"737.7";"773.0";"-0.2";"80";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-22.1";"";"";"";"";"";"";
"08.12.2018 02:00";"-18.8";"737.9";"773.2";"-0.8";"78";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-21.7";"";"";"";"";"";"";
"07.12.2018 23:00";"-18.5";"738.7";"773.9";"0.1";"77";"Wind blowing from the north";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-6.1";"";"";"";"";"";"";"-21.5";"";"";"";"";"";"";
"07.12.2018 20:00";"-17.1";"738.6";"773.6";"-0.5";"67";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"-6.1";"";"";"";"";"";"";"-21.8";"";"";"";"";"";"";
"07.12.2018 17:00";"-12.1";"739.1";"773.5";"-0.2";"69";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-16.6";"";"";"";"";"";"";
"07.12.2018 14:00";"-6.5";"739.3";"772.9";"-0.8";"42";"Wind blowing from the south";"1";"";"";"20–30%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"-17.3";"";"";"";"";"";"";
"07.12.2018 11:00";"-12.8";"740.1";"774.6";"-0.2";"71";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-18.0";"";"";"";"";"";"";"4.0";"-17.0";"";"";"";"";"";"";
"07.12.2018 08:00";"-17.8";"740.3";"775.6";"-0.2";"83";"Calm, no wind";"0";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-20.0";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"14.0";
"07.12.2018 05:00";"-17.8";"740.5";"775.7";"-0.3";"79";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-20.6";"";"";"";"";"";"";
"07.12.2018 02:00";"-17.2";"740.8";"776.0";"-0.6";"79";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-20.0";"";"";"";"";"";"";
"06.12.2018 23:00";"-16.8";"741.4";"776.6";"-0.4";"79";"Wind blowing from the north";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-6.3";"";"";"";"";"";"";"-19.6";"";"";"";"";"";"";
"06.12.2018 20:00";"-15.3";"741.8";"776.8";"-0.2";"77";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-6.3";"";"";"";"";"";"";"-18.4";"";"";"";"";"";"";
"06.12.2018 17:00";"-11.7";"742.0";"776.5";"-0.5";"55";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-18.9";"";"";"";"";"";"";
"06.12.2018 14:00";"-8.4";"742.5";"776.5";"-0.5";"52";"Wind blowing from the north-west";"1";"";"";"40%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-16.6";"";"";"";"";"";"";
"06.12.2018 11:00";"-8.7";"743.0";"777.1";"-0.6";"65";"Calm, no wind";"0";"";"";"20–30%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-14.1";"";"";"";"";"";"";
"06.12.2018 08:00";"-15.6";"743.6";"778.7";"0.0";"73";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"-19.3";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"06.12.2018 05:00";"-15.3";"743.6";"778.6";"-0.5";"73";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-19.1";"";"";"";"";"";"";
"06.12.2018 02:00";"-14.4";"744.1";"779.0";"-0.9";"70";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"05.12.2018 23:00";"-11.9";"745.0";"779.6";"-0.4";"60";"Calm, no wind";"0";"";"";"40%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"-9.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-18.1";"";"";"";"";"";"";
"05.12.2018 20:00";"-11.0";"745.4";"779.9";"-0.8";"67";"Wind blowing from the south";"1";"";"";"40%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"-9.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-15.9";"";"";"";"";"";"";
"05.12.2018 17:00";"-10.1";"746.2";"780.6";"0.0";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-16.2";"";"";"";"";"";"";
"05.12.2018 14:00";"-9.3";"746.2";"780.6";"-0.9";"67";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-14.4";"";"";"";"";"";"";
"05.12.2018 11:00";"-10.4";"747.1";"781.6";"-0.3";"64";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"-11.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-15.9";"";"";"";"";"";"";
"05.12.2018 08:00";"-11.5";"747.4";"782.2";"0.2";"70";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-16.0";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"05.12.2018 05:00";"-11.0";"747.2";"781.8";"-0.2";"73";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-14.9";"";"";"";"";"";"";
"05.12.2018 02:00";"-10.6";"747.4";"781.9";"-0.8";"72";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-14.7";"";"";"";"";"";"";
"04.12.2018 23:00";"-10.6";"748.2";"782.8";"-0.4";"73";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"-5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-14.5";"0.1";"12";"";"";"";"";
"04.12.2018 20:00";"-9.4";"748.6";"783.0";"-0.6";"70";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"-5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-13.9";"0.1";"12";"";"";"";"";
"04.12.2018 17:00";"-8.9";"749.2";"783.7";"0.3";"83";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-11.3";"";"";"";"";"";"";
"04.12.2018 14:00";"-6.6";"748.9";"783.0";"0.0";"78";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-9.8";"";"";"";"";"";"";
